,loss,start_loss,end_loss,start_accuracy,end_accuracy,val_loss,val_start_loss,val_end_loss,val_start_accuracy,val_end_accuracy,val_accuracy,accuracy
0,11.958534240722656,5.932549476623535,6.025301456451416,0.0,0.0,11.90256404876709,5.949577331542969,5.952302932739258,0.5,0.0,0.25,0.0
1,9.416862487792969,4.697242259979248,4.718935966491699,0.2857142984867096,0.4285714328289032,11.889320373535156,5.941588401794434,5.947049140930176,0.5,0.0,0.25,0.3571428656578064
2,5.898201942443848,3.001772165298462,2.8957459926605225,0.5,0.6428571343421936,11.872586250305176,5.931722164154053,5.940180778503418,0.5,0.0,0.25,0.5714285671710968
3,2.8117592334747314,1.4390901327133179,1.371985673904419,0.7142857313156128,0.7142857313156128,11.853250503540039,5.92059850692749,5.9319682121276855,0.5,0.0,0.25,0.7142857313156128
4,1.504298448562622,0.8139098286628723,0.6897051930427551,0.6428571343421936,0.7857142686843872,11.832178115844727,5.908269882202148,5.923224449157715,0.5,0.0,0.25,0.7142857015132904
5,1.0847041606903076,0.5827643275260925,0.50125652551651,0.7857142686843872,0.9285714030265808,11.81181526184082,5.896241188049316,5.914891242980957,0.5,0.0,0.25,0.857142835855484
6,0.7805773615837097,0.40677520632743835,0.37311890721321106,0.9285714030265808,0.9285714030265808,11.792390823364258,5.885228157043457,5.9064788818359375,0.5,0.0,0.25,0.9285714030265808
7,0.4263889193534851,0.23069633543491364,0.19500930607318878,1.0,0.9285714030265808,11.773574829101562,5.874910354614258,5.897981643676758,0.5,0.0,0.25,0.9642857015132904
8,0.15346714854240417,0.10400312393903732,0.048780739307403564,1.0,1.0,11.755331039428711,5.864803314208984,5.88984489440918,0.5,0.0,0.25,1.0
9,0.07182078063488007,0.0539928562939167,0.01714463345706463,1.0,1.0,11.737957954406738,5.855149269104004,5.882125377655029,0.5,0.0,0.25,1.0
10,0.033169034868478775,0.025285495445132256,0.007200250867754221,1.0,1.0,11.721416473388672,5.8459272384643555,5.874805450439453,0.5,0.0,0.25,1.0
11,0.014860550872981548,0.00981051754206419,0.004366748966276646,1.0,1.0,11.705522537231445,5.836979866027832,5.867859840393066,0.5,0.0,0.25,1.0
12,0.0076277488842606544,0.004139573313295841,0.0028048960957676172,1.0,1.0,11.690114974975586,5.828224182128906,5.861207485198975,0.5,0.0,0.25,1.0
13,0.004685779567807913,0.0022214280907064676,0.001781077473424375,1.0,1.0,11.675064086914062,5.819630146026611,5.854750633239746,0.5,0.0,0.25,1.0
14,0.003411269513890147,0.001432619639672339,0.001295382739044726,1.0,1.0,11.66016960144043,5.811125755310059,5.848360538482666,0.5,0.0,0.25,1.0
15,0.0026997302193194628,0.0010081559885293245,0.0010083138477057219,1.0,1.0,11.645462036132812,5.802708625793457,5.842070579528809,0.5,0.0,0.25,1.0
16,0.002192356623709202,0.0007280373829416931,0.0007810675306245685,1.0,1.0,11.630855560302734,5.794310092926025,5.835861682891846,0.5,0.0,0.25,1.0
17,0.00182219163980335,0.0005366093828342855,0.0006023396854288876,1.0,1.0,11.616214752197266,5.785914421081543,5.829617023468018,0.5,0.0,0.25,1.0
18,0.0015757018700242043,0.0004158041556365788,0.00047666486352682114,1.0,1.0,11.60146713256836,5.777471542358398,5.823312759399414,0.5,0.0,0.25,1.0
19,0.0014199720462784171,0.0003440561704337597,0.00039269402623176575,1.0,1.0,11.586559295654297,5.768947601318359,5.816928863525391,0.5,0.0,0.25,1.0
20,0.0013198622036725283,0.0003002349694725126,0.0003364167350810021,1.0,1.0,11.57144832611084,5.760313510894775,5.810451507568359,0.5,0.0,0.25,1.0
21,0.0012505259364843369,0.0002711083216127008,0.0002962191647384316,1.0,1.0,11.556205749511719,5.751643657684326,5.803879261016846,0.5,0.0,0.25,1.0
22,0.0011968975886702538,0.00024888335610739887,0.00026482847169972956,1.0,1.0,11.540780067443848,5.74286413192749,5.797232627868652,0.5,0.0,0.25,1.0
23,0.0011500593973323703,0.00022845409694127738,0.00023843278177082539,1.0,1.0,11.525214195251465,5.733993053436279,5.7905378341674805,0.5,0.0,0.25,1.0
24,0.0011069392785429955,0.00020850980945397168,0.00021527068747673184,1.0,1.0,11.50947093963623,5.725048542022705,5.78373908996582,0.5,0.0,0.25,1.0
25,0.0010671033523976803,0.00018914416432380676,0.00019481476920191199,1.0,1.0,11.493553161621094,5.716036319732666,5.776833534240723,0.5,0.0,0.25,1.0
26,0.0010294115636497736,0.0001698466221569106,0.00017643533647060394,1.0,1.0,11.477564811706543,5.707001686096191,5.7698798179626465,0.5,0.0,0.25,1.0
27,0.000994740636087954,0.00015132369298953563,0.00016030287952162325,1.0,1.0,11.461444854736328,5.697900772094727,5.762861251831055,0.5,0.0,0.25,1.0
28,0.0009634482557885349,0.00013407738879323006,0.00014627285418100655,1.0,1.0,11.445185661315918,5.688727378845215,5.755774974822998,0.5,0.0,0.25,1.0
29,0.0009357389062643051,0.00011855018965434283,0.00013410704559646547,1.0,1.0,11.428773880004883,5.679466247558594,5.748624801635742,0.5,0.0,0.25,1.0
30,0.0009118422167375684,0.00010513369488762692,0.00012364378198981285,1.0,1.0,11.412199974060059,5.6701154708862305,5.741401672363281,0.5,0.0,0.25,1.0
31,0.0008914520731195807,9.374290675623342e-05,0.00011466177966212854,1.0,1.0,11.395544052124023,5.660707473754883,5.734153747558594,0.5,0.0,0.25,1.0
32,0.0008741942001506686,8.425879786955193e-05,0.00010690570343285799,1.0,1.0,11.378835678100586,5.651234149932861,5.7269182205200195,0.5,0.0,0.25,1.0
